city,distance,value
Antigua Guatemala,transportation_distance_total_km_day,NA
Jutiapa,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Jutiapa,transportation_distance_km,NA
Jutiapa,transportation_distance_km_year,NA
Jutiapa,transportation_distance_total_km_day,NA
Tegucigalpa,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,4
Tegucigalpa,transportation_distance_km,NA
Tegucigalpa,transportation_distance_km_year,NA
Tegucigalpa,transportation_distance_total_km_day,NA
San Pedro Sula,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
San Pedro Sula,transportation_distance_km,NA
San Pedro Sula,transportation_distance_km_year,NA
San Pedro Sula,transportation_distance_total_km_day,NA
Zagreb,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Zagreb,transportation_distance_km,NA
Zagreb,transportation_distance_km_year,NA
Zagreb,transportation_distance_total_km_day,NA
Cakovec,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Cakovec,transportation_distance_km,NA
Cakovec,transportation_distance_km_year,NA
Cakovec,transportation_distance_total_km_day,NA
Port Au Prince,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,5
Port Au Prince,transportation_distance_km,NA
Port Au Prince,transportation_distance_km_year,NA
Port Au Prince,transportation_distance_total_km_day,NA
Debrecen,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Debrecen,transportation_distance_km,NA
Debrecen,transportation_distance_km_year,NA
Debrecen,transportation_distance_total_km_day,NA
Budapest,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Budapest,transportation_distance_km,NA
Budapest,transportation_distance_km_year,NA
Budapest,transportation_distance_total_km_day,NA
Jakarta,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,40
Jakarta,transportation_distance_km,NA
Jakarta,transportation_distance_km_year,NA
Jakarta,transportation_distance_total_km_day,NA
Douglas,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Douglas,transportation_distance_km,NA
Douglas,transportation_distance_km_year,NA
Douglas,transportation_distance_total_km_day,NA
Kota,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,6
Kota,transportation_distance_km,NA
Kota,transportation_distance_km_year,NA
Kota,transportation_distance_total_km_day,NA
Kozhikode,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,10
Kozhikode,transportation_distance_km,NA
Kozhikode,transportation_distance_km_year,NA
Kozhikode,transportation_distance_total_km_day,NA
Jaipur,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,25
Jaipur,transportation_distance_km,NA
Jaipur,transportation_distance_km_year,NA
Jaipur,transportation_distance_total_km_day,NA
Tirunelveli,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,14
Tirunelveli,transportation_distance_km,NA
Tirunelveli,transportation_distance_km_year,NA
Tirunelveli,transportation_distance_total_km_day,NA
Amritsar,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,4.7
Amritsar,transportation_distance_km,NA
Amritsar,transportation_distance_km_year,NA
Amritsar,transportation_distance_total_km_day,NA
Allahabad,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,19
Allahabad,transportation_distance_km,NA
Allahabad,transportation_distance_km_year,NA
Allahabad,transportation_distance_total_km_day,NA
Greater Hyderabad Â ,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,35
Greater Hyderabad Â ,transportation_distance_km,NA
Greater Hyderabad Â ,transportation_distance_km_year,NA
Greater Hyderabad Â ,transportation_distance_total_km_day,NA
Kochi,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,20.4
Kochi,transportation_distance_km,NA
Kochi,transportation_distance_km_year,NA
Kochi,transportation_distance_total_km_day,NA
Leh,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Leh,transportation_distance_km,NA
Leh,transportation_distance_km_year,NA
Leh,transportation_distance_total_km_day,NA
Pune,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,20
Pune,transportation_distance_km,NA
Pune,transportation_distance_km_year,11007260
Pune,transportation_distance_total_km_day,NA
Patna,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,35
Patna,transportation_distance_km,NA
Patna,transportation_distance_km_year,NA
Patna,transportation_distance_total_km_day,NA
Jodhpur,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,15
Jodhpur,transportation_distance_km,NA
Jodhpur,transportation_distance_km_year,NA
Jodhpur,transportation_distance_total_km_day,NA
Nagpur,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,20
Nagpur,transportation_distance_km,NA
Nagpur,transportation_distance_km_year,NA
Nagpur,transportation_distance_total_km_day,NA
Shimla,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,10
Shimla,transportation_distance_km,NA
Shimla,transportation_distance_km_year,NA
Shimla,transportation_distance_total_km_day,NA
Rudrapur,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,15
Rudrapur,transportation_distance_km,NA
Rudrapur,transportation_distance_km_year,NA
Rudrapur,transportation_distance_total_km_day,NA
Bengaluru,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,26
Bengaluru,transportation_distance_km,NA
Bengaluru,transportation_distance_km_year,NA
Bengaluru,transportation_distance_total_km_day,NA
Pimpri-Chinchwad,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,10
Pimpri-Chinchwad,transportation_distance_km,NA
Pimpri-Chinchwad,transportation_distance_km_year,NA
Pimpri-Chinchwad,transportation_distance_total_km_day,NA
Kanpur,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,13
Kanpur,transportation_distance_km,NA
Kanpur,transportation_distance_km_year,NA
Kanpur,transportation_distance_total_km_day,NA
Rajkot,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,16
Rajkot,transportation_distance_km,NA
Rajkot,transportation_distance_km_year,14560
Rajkot,transportation_distance_total_km_day,NA
Tenali,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,7
Tenali,transportation_distance_km,NA
Tenali,transportation_distance_km_year,NA
Tenali,transportation_distance_total_km_day,NA
Lucknow,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,25
Lucknow,transportation_distance_km,NA
Lucknow,transportation_distance_km_year,NA
Lucknow,transportation_distance_total_km_day,NA
Ludhiana,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,10
Ludhiana,transportation_distance_km,NA
Ludhiana,transportation_distance_km_year,730000
Ludhiana,transportation_distance_total_km_day,NA
Tadipatri,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Tadipatri,transportation_distance_km,NA
Tadipatri,transportation_distance_km_year,NA
Tadipatri,transportation_distance_total_km_day,NA
Bhopal,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,6.5
Bhopal,transportation_distance_km,NA
Bhopal,transportation_distance_km_year,4721640
Bhopal,transportation_distance_total_km_day,NA
Faridabad,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,25
Faridabad,transportation_distance_km,NA
Faridabad,transportation_distance_km_year,NA
Faridabad,transportation_distance_total_km_day,NA
Cuttack,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Cuttack,transportation_distance_km,NA
Cuttack,transportation_distance_km_year,NA
Cuttack,transportation_distance_total_km_day,NA
Ahmedabad,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Ahmedabad,transportation_distance_km,NA
Ahmedabad,transportation_distance_km_year,NA
Ahmedabad,transportation_distance_total_km_day,NA
Itanagar,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,4
Itanagar,transportation_distance_km,NA
Itanagar,transportation_distance_km_year,NA
Itanagar,transportation_distance_total_km_day,NA
Vishakhapatnam,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,25
Vishakhapatnam,transportation_distance_km,NA
Vishakhapatnam,transportation_distance_km_year,NA
Vishakhapatnam,transportation_distance_total_km_day,NA
Nashik,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,7.8
Nashik,transportation_distance_km,NA
Nashik,transportation_distance_km_year,NA
Nashik,transportation_distance_total_km_day,NA
Dhanbad,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Dhanbad,transportation_distance_km,NA
Dhanbad,transportation_distance_km_year,NA
Dhanbad,transportation_distance_total_km_day,NA
Delhi,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,19.3
Delhi,transportation_distance_km,NA
Delhi,transportation_distance_km_year,NA
Delhi,transportation_distance_total_km_day,NA
Srinagar,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,5
Srinagar,transportation_distance_km,NA
Srinagar,transportation_distance_km_year,NA
Srinagar,transportation_distance_total_km_day,NA
Ghaziabad,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Ghaziabad,transportation_distance_km,NA
Ghaziabad,transportation_distance_km_year,NA
Ghaziabad,transportation_distance_total_km_day,NA
Imphal,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,10
Imphal,transportation_distance_km,NA
Imphal,transportation_distance_km_year,NA
Imphal,transportation_distance_total_km_day,NA
Surat,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,10
Surat,transportation_distance_km,NA
Surat,transportation_distance_km_year,NA
Surat,transportation_distance_total_km_day,NA
Vijaywada,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,15
Vijaywada,transportation_distance_km,NA
Vijaywada,transportation_distance_km_year,NA
Vijaywada,transportation_distance_total_km_day,NA
Chennai,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,15
Chennai,transportation_distance_km,NA
Chennai,transportation_distance_km_year,NA
Chennai,transportation_distance_total_km_day,NA
Indore,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,7
Indore,transportation_distance_km,NA
Indore,transportation_distance_km_year,NA
Indore,transportation_distance_total_km_day,NA
Coimbatore,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,12
Coimbatore,transportation_distance_km,NA
Coimbatore,transportation_distance_km_year,NA
Coimbatore,transportation_distance_total_km_day,NA
Navi Mumbai,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,5
Navi Mumbai,transportation_distance_km,NA
Navi Mumbai,transportation_distance_km_year,NA
Navi Mumbai,transportation_distance_total_km_day,NA
Greater Mumbai,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,5
Greater Mumbai,transportation_distance_km,NA
Greater Mumbai,transportation_distance_km_year,NA
Greater Mumbai,transportation_distance_total_km_day,NA
Guwahati,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,12
Guwahati,transportation_distance_km,NA
Guwahati,transportation_distance_km_year,NA
Guwahati,transportation_distance_total_km_day,NA
GwaliorÂ ,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,12.5
GwaliorÂ ,transportation_distance_km,NA
GwaliorÂ ,transportation_distance_km_year,NA
GwaliorÂ ,transportation_distance_total_km_day,NA
Bhubaneswar,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Bhubaneswar,transportation_distance_km,NA
Bhubaneswar,transportation_distance_km_year,NA
Bhubaneswar,transportation_distance_total_km_day,NA
Mysore,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,3.5
Mysore,transportation_distance_km,NA
Mysore,transportation_distance_km_year,270830
Mysore,transportation_distance_total_km_day,NA
Warangal,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,18.8
Warangal,transportation_distance_km,NA
Warangal,transportation_distance_km_year,1011936
Warangal,transportation_distance_total_km_day,NA
Dublin,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Dublin,transportation_distance_km,NA
Dublin,transportation_distance_km_year,NA
Dublin,transportation_distance_total_km_day,NA
Tehran,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,39
Tehran,transportation_distance_km,NA
Tehran,transportation_distance_km_year,1952665
Tehran,transportation_distance_total_km_day,NA
Baghdad,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Baghdad,transportation_distance_km,NA
Baghdad,transportation_distance_km_year,NA
Baghdad,transportation_distance_total_km_day,NA
Jerusalem,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Jerusalem,transportation_distance_km,NA
Jerusalem,transportation_distance_km_year,NA
Jerusalem,transportation_distance_total_km_day,NA
Tel Aviv,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Tel Aviv,transportation_distance_km,NA
Tel Aviv,transportation_distance_km_year,NA
Tel Aviv,transportation_distance_total_km_day,NA
Parma,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Parma,transportation_distance_km,NA
Parma,transportation_distance_km_year,NA
Parma,transportation_distance_total_km_day,NA
Milano,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Milano,transportation_distance_km,NA
Milano,transportation_distance_km_year,NA
Milano,transportation_distance_total_km_day,NA
Amman,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,24
Amman,transportation_distance_km,NA
Amman,transportation_distance_km_year,NA
Amman,transportation_distance_total_km_day,NA
Yokohama,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,9
Yokohama,transportation_distance_km,NA
Yokohama,transportation_distance_km_year,12713819
Yokohama,transportation_distance_total_km_day,NA
Kobe,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,12
Kobe,transportation_distance_km,NA
Kobe,transportation_distance_km_year,6789793
Kobe,transportation_distance_total_km_day,NA
Osaka,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,25
Osaka,transportation_distance_km,NA
Osaka,transportation_distance_km_year,10228509
Osaka,transportation_distance_total_km_day,NA
Naha,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Naha,transportation_distance_km,NA
Naha,transportation_distance_km_year,NA
Naha,transportation_distance_total_km_day,NA
Kitakyushu,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Kitakyushu,transportation_distance_km,NA
Kitakyushu,transportation_distance_km_year,NA
Kitakyushu,transportation_distance_total_km_day,NA
Toyama,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Toyama,transportation_distance_km,NA
Toyama,transportation_distance_km_year,1774136
Toyama,transportation_distance_total_km_day,NA
Atyrau,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,5
Atyrau,transportation_distance_km,NA
Atyrau,transportation_distance_km_year,NA
Atyrau,transportation_distance_total_km_day,NA
Kostanay,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,3
Kostanay,transportation_distance_km,NA
Kostanay,transportation_distance_km_year,NA
Kostanay,transportation_distance_total_km_day,NA
EldoretÂ ,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
EldoretÂ ,transportation_distance_km,NA
EldoretÂ ,transportation_distance_km_year,NA
EldoretÂ ,transportation_distance_total_km_day,NA
Nairobi,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Nairobi,transportation_distance_km,NA
Nairobi,transportation_distance_km_year,NA
Nairobi,transportation_distance_total_km_day,NA
Osh,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Osh,transportation_distance_km,NA
Osh,transportation_distance_km_year,NA
Osh,transportation_distance_total_km_day,NA
Bishkek,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,10
Bishkek,transportation_distance_km,NA
Bishkek,transportation_distance_km_year,NA
Bishkek,transportation_distance_total_km_day,NA
Phnom Penh,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,7.5
Phnom Penh,transportation_distance_km,NA
Phnom Penh,transportation_distance_km_year,NA
Phnom Penh,transportation_distance_total_km_day,NA
South Tarawa,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
South Tarawa,transportation_distance_km,NA
South Tarawa,transportation_distance_km_year,NA
South Tarawa,transportation_distance_total_km_day,NA
Seoul,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,64
Seoul,transportation_distance_km,NA
Seoul,transportation_distance_km_year,NA
Seoul,transportation_distance_total_km_day,NA
Kuwait City,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Kuwait City,transportation_distance_km,NA
Kuwait City,transportation_distance_km_year,NA
Kuwait City,transportation_distance_total_km_day,NA
Vientiane,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,32
Vientiane,transportation_distance_km,NA
Vientiane,transportation_distance_km_year,1971450
Vientiane,transportation_distance_total_km_day,NA
Beirut,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,9
Beirut,transportation_distance_km,NA
Beirut,transportation_distance_km_year,2200
Beirut,transportation_distance_total_km_day,NA
Saida,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,3
Saida,transportation_distance_km,NA
Saida,transportation_distance_km_year,1000
Saida,transportation_distance_total_km_day,NA
Monrovia,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,4
Monrovia,transportation_distance_km,NA
Monrovia,transportation_distance_km_year,NA
Monrovia,transportation_distance_total_km_day,NA
Tripoli,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Tripoli,transportation_distance_km,NA
Tripoli,transportation_distance_km_year,NA
Tripoli,transportation_distance_total_km_day,NA
Dehiwala Mt. Lavinia Municipal Council,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Dehiwala Mt. Lavinia Municipal Council,transportation_distance_km,NA
Dehiwala Mt. Lavinia Municipal Council,transportation_distance_km_year,NA
Dehiwala Mt. Lavinia Municipal Council,transportation_distance_total_km_day,NA
Kurunegala,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Kurunegala,transportation_distance_km,NA
Kurunegala,transportation_distance_km_year,NA
Kurunegala,transportation_distance_total_km_day,NA
Trincomalee,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,9
Trincomalee,transportation_distance_km,NA
Trincomalee,transportation_distance_km_year,NA
Trincomalee,transportation_distance_total_km_day,NA
Jaffna,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Jaffna,transportation_distance_km,NA
Jaffna,transportation_distance_km_year,NA
Jaffna,transportation_distance_total_km_day,NA
Moratuwa,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Moratuwa,transportation_distance_km,NA
Moratuwa,transportation_distance_km_year,NA
Moratuwa,transportation_distance_total_km_day,NA
Colombo,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,14
Colombo,transportation_distance_km,NA
Colombo,transportation_distance_km_year,NA
Colombo,transportation_distance_total_km_day,NA
Vilnius,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Vilnius,transportation_distance_km,NA
Vilnius,transportation_distance_km_year,NA
Vilnius,transportation_distance_total_km_day,NA
Kaunas,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,20
Kaunas,transportation_distance_km,NA
Kaunas,transportation_distance_km_year,NA
Kaunas,transportation_distance_total_km_day,NA
Liepaja,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Liepaja,transportation_distance_km,NA
Liepaja,transportation_distance_km_year,NA
Liepaja,transportation_distance_total_km_day,NA
Riga,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,10
Riga,transportation_distance_km,NA
Riga,transportation_distance_km_year,NA
Riga,transportation_distance_total_km_day,NA
Rabat,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,20
Rabat,transportation_distance_km,NA
Rabat,transportation_distance_km_year,NA
Rabat,transportation_distance_total_km_day,NA
Tangier,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,20
Tangier,transportation_distance_km,NA
Tangier,transportation_distance_km_year,4380000
Tangier,transportation_distance_total_km_day,NA
Beni Mellal,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,4.5
Beni Mellal,transportation_distance_km,NA
Beni Mellal,transportation_distance_km_year,NA
Beni Mellal,transportation_distance_total_km_day,NA
Soldanesti,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Soldanesti,transportation_distance_km,NA
Soldanesti,transportation_distance_km_year,9863
Soldanesti,transportation_distance_total_km_day,NA
Chisinau,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,20
Chisinau,transportation_distance_km,NA
Chisinau,transportation_distance_km_year,NA
Chisinau,transportation_distance_total_km_day,NA
Antananarivo,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,10
Antananarivo,transportation_distance_km,NA
Antananarivo,transportation_distance_km_year,NA
Antananarivo,transportation_distance_total_km_day,NA
Male,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,5
Male,transportation_distance_km,NA
Male,transportation_distance_km_year,NA
Male,transportation_distance_total_km_day,NA
Addu,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,7
Addu,transportation_distance_km,NA
Addu,transportation_distance_km_year,NA
Addu,transportation_distance_total_km_day,NA
Fuahmulah,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,3
Fuahmulah,transportation_distance_km,NA
Fuahmulah,transportation_distance_km_year,NA
Fuahmulah,transportation_distance_total_km_day,NA
MÃ©xico City,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
MÃ©xico City,transportation_distance_km,NA
MÃ©xico City,transportation_distance_km_year,NA
MÃ©xico City,transportation_distance_total_km_day,NA
Guadalajara,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Guadalajara,transportation_distance_km,NA
Guadalajara,transportation_distance_km_year,NA
Guadalajara,transportation_distance_total_km_day,NA
Monterrey,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,21
Monterrey,transportation_distance_km,NA
Monterrey,transportation_distance_km_year,NA
Monterrey,transportation_distance_total_km_day,NA
Majuro,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Majuro,transportation_distance_km,NA
Majuro,transportation_distance_km_year,NA
Majuro,transportation_distance_total_km_day,NA
Kratovo,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Kratovo,transportation_distance_km,NA
Kratovo,transportation_distance_km_year,13687.5
Kratovo,transportation_distance_total_km_day,NA
Skopje,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Skopje,transportation_distance_km,NA
Skopje,transportation_distance_km_year,NA
Skopje,transportation_distance_total_km_day,NA
Bamako,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Bamako,transportation_distance_km,NA
Bamako,transportation_distance_km_year,NA
Bamako,transportation_distance_total_km_day,NA
Sikasso,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Sikasso,transportation_distance_km,NA
Sikasso,transportation_distance_km_year,NA
Sikasso,transportation_distance_total_km_day,NA
Mandalay,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,17.5
Mandalay,transportation_distance_km,NA
Mandalay,transportation_distance_km_year,NA
Mandalay,transportation_distance_total_km_day,NA
Yangon,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,17.5
Yangon,transportation_distance_km,NA
Yangon,transportation_distance_km_year,NA
Yangon,transportation_distance_total_km_day,NA
Podgorica,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Podgorica,transportation_distance_km,NA
Podgorica,transportation_distance_km_year,NA
Podgorica,transportation_distance_total_km_day,NA
Kotor,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Kotor,transportation_distance_km,NA
Kotor,transportation_distance_km_year,NA
Kotor,transportation_distance_total_km_day,NA
Ulaanbaatar,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,15
Ulaanbaatar,transportation_distance_km,NA
Ulaanbaatar,transportation_distance_km_year,NA
Ulaanbaatar,transportation_distance_total_km_day,NA
Saipan,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Saipan,transportation_distance_km,NA
Saipan,transportation_distance_km_year,NA
Saipan,transportation_distance_total_km_day,NA
Maputo,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,10
Maputo,transportation_distance_km,NA
Maputo,transportation_distance_km_year,NA
Maputo,transportation_distance_total_km_day,NA
Nouakchott,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,25
Nouakchott,transportation_distance_km,NA
Nouakchott,transportation_distance_km_year,NA
Nouakchott,transportation_distance_total_km_day,NA
Blantyre,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Blantyre,transportation_distance_km,NA
Blantyre,transportation_distance_km_year,NA
Blantyre,transportation_distance_total_km_day,NA
Lilongwe,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Lilongwe,transportation_distance_km,NA
